Project Name,Funding ($M),Tasks Required,"Free to Join(Yes=1, No=0)","VC Backing(Yes=1, No=0)",Airdrop Longevity (Days),Token Utility,Team Size,"GitHub Activity(Low=0, Medium=1, High=2)",Twitter Followers,Community Size,"Market Condition(Bull=1, Bear= -1, Neutral=0)",Blockchain,Sector,Initial Value ($),Peak Value ($),Average value($),Success Score (0-10)
Centra Tech,-0.08174344522572416,Unknown,0,0,-0.2559870639605653,Payment,-0.42050619728216626,0,-0.4337451277699966,-0.41965274888544024,1,Ethereum,Payment,-0.12415336947327839,-0.08460722443391278,-0.09337867668118045,0.0
Civic,-0.07781401475654826,Unknown,0,1,-0.2559870639605653,Identity,-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Identity,-0.12611944306243547,-0.08503787464315213,-0.093957470129048,3.8
Concordium,-0.06602572334902057,Unknown,0,1,-0.2559870639605653,Privacy,0.42700050148729624,1,-0.40481032751160206,-0.3876952985348487,1,Concordium,Privacy,-0.12606903091912375,-0.08531838991706034,-0.09423122378682319,2.5
Confido,-0.20591344805168255,Unknown,0,0,-0.2559870639605653,Escrow,-0.4393396794770432,0,-0.578419129061969,-0.560265530428043,1,Ethereum,Escrow,-0.12611944306243547,-0.085128745788221,-0.09404741775945985,0.0
Cred,-0.10374825585310919,Unknown,0,1,-0.2559870639605653,Lending,0.42700050148729624,1,-0.37587552725320755,-0.3557378481842572,-1,Ethereum,DeFi,-0.12599341270415618,-0.08532826721543739,-0.09423513455336284,0.0
Davorcoin,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Lending,-0.514673608256551,0,-0.5494843288035746,-0.5346995701475697,1,Ethereum,Lending,-0.12397692697168736,-0.049807526791891765,-0.058918957317093346,0.0
DeepBrain Chain,-0.16426148507841803,Unknown,0,1,-0.2559870639605653,AI Computing,-0.04383655338462737,1,-0.40481032751160206,-0.3876952985348487,1,NEO,AI,-0.12632109163568234,-0.08523937153004395,-0.0941725622887285,3.0
Dentacoin,-0.1992334162540835,Unknown,0,1,-0.2559870639605653,Dental,-0.23217137533339682,0,-0.52054952854518,-0.5155250999372148,1,Ethereum,Industry,-0.1263714800852867,-0.08536382548959477,-0.09429966036320671,1.0
DragonChain,-0.15365202281164309,Unknown,0,1,-0.2559870639605653,Blockchain Platform,0.050330857589757354,1,-0.37587552725320755,-0.3557378481842572,1,Ethereum,Infrastructure,-0.12619506127740304,-0.08432473370032915,-0.09325744291845145,3.2
Dusk Network,-0.17565683343902813,Unknown,0,1,-0.2559870639605653,Privacy,-0.04383655338462737,1,-0.37587552725320755,-0.3557378481842572,-1,Dusk,Privacy,-0.12619506127740304,-0.0852294942316669,-0.09415300845603028,3.0
Elastos,0.16188124386318153,Unknown,0,1,-0.2559870639605653,Operating System,0.2386656795385268,1,-0.3180059267364186,-0.32378039783366563,1,Elastos,Infrastructure,-0.03310903865231219,-0.06774667610428918,-0.06962663610264297,2.5
Electroneum,-0.050308001472316975,Unknown,0,1,-0.2559870639605653,Mobile Mining,-0.1380039643590121,0,0.28962487868986575,0.3473260595287566,1,Electroneum,Mobile,-0.1263462977073382,-0.08532629175576198,-0.09426055453587054,2.5
Enigma,-0.030660849126437482,Unknown,0,1,-0.2559870639605653,Privacy,-0.04383655338462737,1,-0.40481032751160206,-0.3876952985348487,1,Ethereum,Privacy,-0.12485913947964246,-0.08370839028160126,-0.09254372802496612,3.0
Envion,0.18545782667823693,Unknown,0,1,-0.2559870639605653,Mining,-0.23217137533339682,0,-0.5350169286743772,-0.5155250999372148,1,Ethereum,Mining,-0.12460707876308386,-0.08489761700619802,-0.09370131492070122,0.2
Fei Protocol,4.900774389689315,Unknown,0,1,-0.2559870639605653,Stablecoin,-0.1380039643590121,2,-0.40481032751160206,-0.3876952985348487,1,Ethereum,Stablecoin,-0.12392651482837565,-0.08516232860270297,-0.09391054093057226,2.5
Auroracoin,-0.2074852202393529,Citizenship,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.578419129061969,-0.560265530428043,-1,Auroracoin,Currency,-0.1262958855640265,-0.06620384209779404,-0.07532853371744623,1.5
Hive,-0.2074852202393529,Content,1,0,-0.2559870639605653,"Governance, Social",-0.23217137533339682,1,-0.3469407269948131,-0.3557378481842572,0,Hive,Social,-0.12606903091912375,-0.08469019374027999,-0.09360941190701953,6.8
Golem,-0.17369211820444017,Unknown,0,1,-0.2559870639605653,Computing,-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,-1,Ethereum,Computing,-0.1263462977073382,-0.08510504027211607,-0.09404155160965039,4.0
Hodlnaut,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Lending,-0.04383655338462737,0,-0.49161472828678554,-0.4835676495866233,-1,Ethereum,DeFi,-0.12385089661340808,-0.08506948199795869,-0.09381277176708111,0.0
ICON,-0.04048442529937723,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.050330857589757354,1,-0.20226672570284063,-0.22790804678189103,1,ICON,Layer 1,-0.1260942369907796,-0.08286881991955206,-0.09180850391551275,3.8
iFan,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Social,-0.514673608256551,0,-0.5494843288035746,-0.5474825502878063,-1,Ethereum,Social,-0.1263462977073382,-0.08535987457024395,-0.09429379605145752,0.0
IOST,-0.08449404655414729,Unknown,0,1,-0.2559870639605653,Infrastructure,0.2386656795385268,1,-0.11546232492765715,-0.1000782453795249,1,IOST,Layer 1,-0.1263462977073382,-0.08534011997348985,-0.0942742422187593,3.5
Kin,0.17759896573988512,Unknown,0,1,-0.2559870639605653,Social,0.2386656795385268,1,-0.17333192544444612,-0.16399314608070797,1,Solana,Social,-0.1263712517182775,-0.08536560340330264,-0.09430140249237713,4.2
Komodo,-0.2074852202393529,Unknown,0,1,-0.2559870639605653,Privacy,-0.1380039643590121,1,-0.49161472828678554,-0.4835676495866233,-1,Komodo,Privacy,-0.12536326091275968,-0.0823828568394012,-0.09127077351631148,2.5
Kyber Network,-0.0031548358422061953,Unknown,0,1,-0.2559870639605653,DEX,-0.04383655338462737,1,-0.2601363262196296,-0.2598654971324826,1,Ethereum,DeFi,-0.12541367305607137,-0.08426942082941767,-0.0931420753055319,4.0
Lisk,-0.1846945235181327,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",-0.04383655338462737,1,-0.2890711264780241,-0.2918229474830741,-1,Lisk,Layer 1,-0.12619506127740304,-0.07760026896523381,-0.08660131826797465,2.2
Maidsafe,-0.17997920695512162,Unknown,0,1,-0.2559870639605653,Storage,-0.23217137533339682,1,-0.5494843288035746,-0.5346995701475697,-1,Omni,Storage,-0.1262202673490589,-0.085128745788221,-0.09405523929253914,3.5
Mastercoin/Omni,-0.20552050500476496,Unknown,0,1,-0.2559870639605653,Platform,-0.42050619728216626,1,-0.6073539293203635,-0.5858314907085163,-1,Omni,Layer 1,-0.12435501804652528,-0.029065200200087685,-0.03841676373300134,2.8
Steemit,-0.2074852202393529,Content,1,0,-0.2559870639605653,"Governance, Social",-0.1380039643590121,1,-0.2890711264780241,-0.2918229474830741,-1,Steem,Social,-0.12576655805925344,-0.08367283200744388,-0.09257892492382293,7.0
Nebulas,0.02828060791120099,Unknown,0,1,-0.2559870639605653,Search Engine,0.14449826856414208,1,-0.37587552725320755,-0.3557378481842572,1,Nebulas,Infrastructure,-0.12133028944782208,-0.0821418507590012,-0.09071935543422145,2.8
Nexo,-0.001190120607618246,Unknown,0,1,-0.2559870639605653,Lending,3.2520228307188384,1,0.17388567765628776,0.1555813574252074,-1,Ethereum,DeFi,-0.12611944306243547,-0.08456178886137834,-0.0934862227610207,3.0
Oasis Network,-0.030660849126437482,Unknown,0,1,-0.2559870639605653,Privacy,0.2386656795385268,2,-0.11546232492765715,-0.1000782453795249,1,Oasis,Privacy,-0.1262958855640265,-0.085249248828421,-0.0941803838218078,3.8
OneCoin,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Payment,0.050330857589757354,0,0.23175527817307676,0.3473260595287566,-1,OneCoin,Payment,-0.12511120019620106,-0.08418052514402423,-0.09303061845915199,0.0
Oyster Protocol,-0.1725132890636874,Unknown,0,1,-0.2559870639605653,Storage,-0.3263387863077815,1,-0.52054952854518,-0.5155250999372148,1,Ethereum,Storage,-0.12627067949237064,-0.08439189932929309,-0.09332979209943487,0.5
Paycoin,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Payment,-0.42050619728216626,0,-0.5928865291911662,-0.5730485105682797,-1,Paycoin,Payment,-0.07595936046727414,-0.08115807184064706,-0.08622588468016867,0.0
Pincoin,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Investment,-0.514673608256551,0,-0.52054952854518,-0.5155250999372148,-1,Ethereum,Investment,-0.12624547342071477,-0.08534604635251608,-0.09427228683548948,0.0
PlexCoin,-0.14854376320171442,Unknown,0,0,-0.2559870639605653,Payment,-0.4581731616719202,0,-0.5639517289327718,-0.5474825502878063,1,Ethereum,Payment,-0.12604382484746787,-0.08519393595750951,-0.09410607925755453,0.0
PlusToken,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Wallet,-0.23217137533339682,0,-0.057592724410868164,0.02775155602284125,-1,Ethereum,Wallet,-0.12561532162931827,-0.01622471230992326,-0.025804541642644313,0.0
Power Ledger,-0.07388458428737237,Unknown,0,1,-0.2559870639605653,Energy,-0.04383655338462737,1,-0.37587552725320755,-0.3557378481842572,1,Ethereum,Energy,-0.12624547342071477,-0.08489366608684722,-0.09382450406670005,3.5
Prodeum,-0.1839086374242975,Unknown,0,0,-0.2559870639605653,Supply Chain,-0.514673608256551,0,-0.6218213294495607,-0.5986144708487529,1,Ethereum,Supply Chain,-0.12624547342071477,-0.08535592365089313,-0.09428206375183858,0.0
Pundi X,-0.06995515381819646,Unknown,0,1,-0.2559870639605653,Payment,0.050330857589757354,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,Payment,-0.12636621050394634,-0.08536265996838628,-0.09429809789465114,2.5
Qtum,-0.1461861049202089,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.050330857589757354,1,-0.11546232492765715,-0.1000782453795249,1,Qtum,Layer 1,-0.12561532162931827,-0.06425208793848904,-0.07334381969857609,2.0
REcoin,-0.2074852202393529,Unknown,0,0,-0.2559870639605653,Real Estate,-0.4770066438667971,0,-0.5928865291911662,-0.579440000638398,1,Ethereum,Real Estate,-0.12511120019620106,-0.08521764147361444,-0.09405719467580896,0.0
Reddcoin,-0.2074852202393529,Unknown,0,1,-0.2559870639605653,Social,-0.4770066438667971,0,-0.4337451277699966,-0.41965274888544024,-1,Reddcoin,Social,-0.12637146596988658,-0.08535987457024395,-0.09429574850165244,2.0
SALT,-0.018872557718909787,Unknown,0,1,-0.2559870639605653,Lending,-0.1380039643590121,1,-0.40481032751160206,-0.3876952985348487,1,Ethereum,DeFi,-0.12574135198759756,-0.08196405938821431,-0.09088556301215639,2.0
Savedroid,-0.011013696780557991,Unknown,0,1,-0.2559870639605653,Savings,-0.1380039643590121,0,-0.5060821284159828,-0.49635062972685995,-1,Ethereum,Finance,-0.1263462977073382,-0.08536185002991936,-0.09429575143472735,0.3
Sirin Labs,0.41297185084352145,Unknown,0,1,-0.2559870639605653,Hardware,0.2386656795385268,1,-0.3469407269948131,-0.3557378481842572,1,Ethereum,Hardware,-0.12518681841116866,-0.08467834098222753,-0.09352924119295682,2.8
Status,0.18545782667823693,Unknown,0,1,-0.2559870639605653,Messaging,0.050330857589757354,1,-0.11546232492765715,-0.1000782453795249,1,Ethereum,Social,-0.1262958855640265,-0.08532036537673575,-0.09425077761952141,4.2
Stratis,-0.20512756195784737,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",-0.23217137533339682,1,-0.37587552725320755,-0.3557378481842572,-1,Stratis,Layer 1,-0.1263462977073382,-0.08088940932479131,-0.08986876371184853,2.8
Substratum,-0.15325907976472553,Unknown,0,1,-0.2559870639605653,Decentralized Web,-0.23217137533339682,1,-0.46267992802839103,-0.4516101992360318,1,Ethereum,Infrastructure,-0.12624547342071477,-0.08472377655476196,-0.09365634110549528,2.8
Titanium Blockchain,-0.12496718038665904,Unknown,0,0,-0.2559870639605653,Infrastructure,-0.36400575069753544,0,-0.49161472828678554,-0.4835676495866233,1,Ethereum,Infrastructure,-0.12536326091275968,-0.0849707090141882,-0.09383232559977935,0.0
TRON,0.06757491260295997,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.42700050148729624,1,8.62284735310748,8.97583765418847,1,TRON,Layer 1,-0.1263659584432298,-0.08530653715900788,-0.09424252590212276,4.2
Vauld,-0.10139059757160365,Unknown,0,1,-0.2559870639605653,Lending,1.7453442551286824,1,-0.11546232492765715,-0.1000782453795249,0,Ethereum,DeFi,-0.12624547342071477,-0.08534209543316526,-0.09426837606894982,0.2
VeChain,-0.12889661085583493,Unknown,0,1,-0.2559870639605653,Supply Chain,1.3686746112311434,2,0.8683208838577555,0.794730364437038,1,VeChain,Supply Chain,-0.12636621050394634,-0.08531048807835871,-0.09424645622249511,4.8
Waltonchain,-0.16622620031300597,Unknown,0,1,-0.2559870639605653,Supply Chain,-0.04383655338462737,1,-0.3180059267364186,-0.32378039783366563,1,Ethereum,Supply Chain,-0.12385089661340808,-0.0769779991674797,-0.08580352189388694,3.5
Wanchain,-0.06602572334902057,Unknown,0,1,-0.2559870639605653,Interoperability,0.050330857589757354,1,-0.2890711264780241,-0.2918229474830741,1,Wanchain,Infrastructure,-0.12551449734269482,-0.08340614495126354,-0.09229539434969862,3.0
Waves,-0.14461433273253854,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",-0.1380039643590121,1,-0.11546232492765715,-0.1000782453795249,-1,Waves,Layer 1,-0.12589258841753273,-0.07720122611080102,-0.08618286624823257,3.0
Abracadabra,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Lending,-0.514673608256551,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.12636016104674894,-0.08535987457024395,-0.09429487151225592,3.0
Akita Inu,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,-0.2890711264780241,-0.2918229474830741,1,Ethereum,Meme,-0.12637150373614375,-0.08536579502289116,-0.09430161171506285,2.0
Banano,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.3263387863077815,1,-0.46267992802839103,-0.4516101992360318,-1,Banano,Meme,-0.1263639419574973,-0.08535592365089313,-0.09429125405320675,2.8
Basis Cash,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.514673608256551,1,-0.5494843288035746,-0.5346995701475697,1,Ethereum,Stablecoin,-0.12385089661340808,-0.08509318751406361,-0.09383623636631899,0.8
Beefy Finance,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,"Governance, Yield",-0.3263387863077815,1,-0.2890711264780241,-0.2918229474830741,1,Multi-chain,DeFi,0.8465828621372006,0.38657151550615776,0.4483172397912887,7.8
BitcoinDark,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Privacy,-0.42050619728216626,0,-0.6073539293203635,-0.5858314907085163,-1,BitcoinDark,Privacy,-0.12448104840480458,-0.06620384209779404,-0.07518774612201899,1.5
BitUSD,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.3263387863077815,0,-0.578419129061969,-0.560265530428043,-1,BitShares,Stablecoin,-0.12385089661340808,-0.08513862308659804,-0.09388121018152491,1.5
Brett,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.28962487868986575,0.3473260595287566,1,Solana,Meme,-0.12637148638680462,-0.08536579265233954,-0.09430160802271262,2.5
Anoncoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.4770066438667971,0,-0.6247148094754001,-0.6011710668768001,-1,Anoncoin,Privacy,-0.12599341270415618,-0.08279770337123729,-0.09173028858471984,1.0
BBQCoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6328165535477507,-0.6082017059539303,-1,BBQCoin,Currency,-0.1263462977073382,-0.08533616905413903,-0.09427033145221964,0.2
Beam,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.23217137533339682,1,-0.52054952854518,-0.5155250999372148,-1,Beam,Privacy,-0.12435501804652528,-0.08474748207086688,-0.09353315195949645,2.8
Bitgem,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6328165535477507,-0.6082017059539303,-1,Bitgem,Currency,-0.12511120019620106,-0.08398297917648324,-0.09283508013216972,0.2
Bytecoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.42050619728216626,0,-0.578419129061969,-0.560265530428043,-1,Bytecoin,Privacy,-0.12637150125838692,-0.08535987457024395,-0.09429575123918901,1.5
Dash,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.1380039643590121,1,-0.17333192544444612,-0.16399314608070797,-1,Dash,Privacy,-0.125842176274221,0.23904813786589638,0.22685639680096845,3.5
Devcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6333952495529186,-0.6088408549609421,-1,Devcoin,Currency,-0.12637145336685077,-0.08536568242168965,-0.09430149635077407,0.2
Digitalcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.630501769527079,-0.6062842589328948,-1,Digitalcoin,Currency,-0.1262958855640265,-0.08526702796549969,-0.09419798227123621,0.5
DeepOnion,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Privacy,-0.42050619728216626,0,-0.5639517289327718,-0.5474825502878063,1,DeepOnion,Privacy,-0.12599341270415618,-0.08374789947510947,-0.0926708279375046,1.8
Dogecoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.42050619728216626,1,9.490891360859315,8.97583765418847,-1,Dogecoin,Currency,-0.12637093160116747,-0.08522159239296526,-0.09415883021863952,4.5
Fastcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.631080465532247,-0.6069234079399066,-1,Fastcoin,Currency,-0.12636646256466288,-0.08535592365089313,-0.09429144959153372,0.2
Doge Killer,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,-0.40481032751160206,-0.3876952985348487,1,Ethereum,Meme,1.6380535121312034,1.6891896254714538,1.7990960025848752,2.0
Feathercoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.4770066438667971,0,-0.6218213294495607,-0.5986144708487529,-1,Feathercoin,Currency,-0.1263462977073382,-0.08512084394951935,-0.09405719467580896,1.8
Dogecoin Cash,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,-0.6218213294495607,-0.5986144708487529,-1,Dogecoin Cash,Meme,-0.1263689831718285,-0.08536481321943247,-0.09430044435457492,0.5
Dogelon Mars,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.4632336802402327,0.3473260595287566,1,Ethereum,Meme,-0.12637150377881762,-0.08536580043565066,-0.09430161707612347,2.5
Dogwifhat,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.6657772820489941,0.6669005630346719,1,Solana,Meme,-0.12637047033005616,-0.08440770300669637,-0.09335317652795869,3.2
Freicoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6290550295141594,-0.6050059609188712,-1,Freicoin,Currency,-0.12599341270415618,-0.085128745788221,-0.09403764084311073,0.5
Dynamic Set Dollar,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.514673608256551,1,-0.578419129061969,-0.560265530428043,1,Ethereum,Stablecoin,-0.12385089661340808,-0.0847731630466472,-0.09351946427660769,0.5
Goldcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.630501769527079,-0.6062842589328948,-1,Goldcoin,Currency,-0.1263462977073382,-0.08524727336874557,-0.09418233920507763,0.5
Empty Set Dollar,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.514673608256551,1,-0.5639517289327718,-0.5474825502878063,1,Ethereum,Stablecoin,-0.12385089661340808,-0.0806484032443913,-0.0894366240092177,1.0
Grin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.3263387863077815,1,-0.5494843288035746,-0.5346995701475697,-1,Grin,Privacy,-0.11339037687622619,-0.08265151935525696,-0.09060789858784156,2.5
Horizen,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.1380039643590121,1,-0.37587552725320755,-0.3557378481842572,1,Horizen,Privacy,-0.1149531533188895,-0.052087207257314805,-0.060475442399872285,3.2
I0Coin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6319485095399988,-0.6075625569469185,-1,I0Coin,Currency,-0.1262958855640265,-0.08531641445738493,-0.09424686685298178,0.2
Infinitecoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6276082895012396,-0.6037276629048475,-1,Infinitecoin,Currency,-0.12637149873777972,-0.08536560340330264,-0.09430142165513317,0.5
Ixcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.630501769527079,-0.6062842589328948,-1,Ixcoin,Currency,-0.12624547342071477,-0.08527690526387674,-0.09420384842104568,0.2
Floki Inu,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.6657772820489941,0.6669005630346719,1,Ethereum,Meme,-0.12637150367816977,-0.08536574168547992,-0.09430155891521719,3.0
Megacoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6261615494883199,-0.601810215883812,-1,Megacoin,Currency,-0.12599341270415618,-0.08398297917648324,-0.09290351854661352,0.8
Mincoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.630501769527079,-0.6062842589328948,-1,Mincoin,Currency,-0.12624547342071477,-0.08388420619271274,-0.0928253032158206,0.5
MonaCoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Meme,-0.42050619728216626,0,-0.52054952854518,-0.5155250999372148,-1,MonaCoin,Meme,-0.12624547342071477,-0.08208456242841432,-0.09104394905701203,2.5
Monero,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,0.050330857589757354,2,0.7525816828241776,0.6669005630346719,-1,Monero,Privacy,-0.12014560407999667,0.021769303627235587,0.012227662955409056,4.8
Mooncoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6131408893720424,-0.5922229807786346,-1,Mooncoin,Currency,-0.1263715035521394,-0.08536577329283472,-0.09430159019157258,0.5
Namecoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Domain,-0.4581731616719202,0,-0.6131408893720424,-0.5922229807786346,-1,Namecoin,Domain,-0.12599341270415618,-0.0823216175894635,-0.09125904121669254,2.5
NavCoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.42050619728216626,0,-0.578419129061969,-0.560265530428043,-1,NavCoin,Privacy,-0.12637127692434916,-0.08444721220020457,-0.09339234676561979,1.5
Novacoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.630501769527079,-0.6062842589328948,-1,Novacoin,Currency,-0.1011654321231341,0.05291637632942366,0.04453059457288161,0.8
Peercoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.4770066438667971,0,-0.6015669692686846,-0.579440000638398,-1,Peercoin,Layer 1,-0.12611944306243547,-0.08349899155600782,-0.09243422656185604,2.0
